query	no	token	pos
전주 여행	39	너무	MAG
전주 여행	39	귀찮	VA
전주 여행	39	에서	JKB
전주 여행	39	즐길	VV+ETM
전주 여행	39	준비	NNG
전주 여행	39	어요	EF
전주 여행	39	아래	NNG
전주 여행	39	일정	NNG
전주 여행	39	참고	NNG
전주 여행	39	즐거운	VA+ETM
전주 여행	39	바라	VV
전주 여행	40	초등	NNG
전주 여행	40	학년	NNG
전주 여행	40	210	SN
전주 여행	40	수학	NNG
전주 여행	40	코스	NNG
전주 여행	40	관광	NNG
전주 여행	40	달인	NNG
전주 여행	40	주달	NNG
전주 여행	40	봉이	NNG
전주 여행	40	께서	JKS
전주 여행	40	코스	NNG
전주 여행	40	추천	NNG
전주 여행	40	대단히	MAG
전주 여행	40	감사	NNG
전주 여행	40	드리	VV
전주 여행	40	습니다	EF
전주 여행	40	맛집	NNG
전주 여행	40	국내	NNG
전주 여행	40	주달	NNG
전주 여행	40	티비	NNG
전주 여행	40	코스	NNG
전주 여행	40	여수	NNG
전주 여행	40	여수	NNG
전주 여행	40	제주	NNP
전주 여행	41	혼자	NNG
전주 여행	41	코스	NNG
전주 여행	41	질문	NNG
전주 여행	41	정보	NNG
전주 여행	41	정리	NNG
전주 여행	41	습니다	EF
전주 여행	41	참고	NNG
전주 여행	41	세요	EP+EF
전주 여행	41	에서	JKB
전주 여행	41	덕진	NNP
전주 여행	41	공원	NNG
전주 여행	41	추천	NNP
전주 여행	41	덕진	NNP
전주 여행	41	공원	NNG
전주 여행	41	터미널	NNG
전주 여행	41	에서	JKB
전주 여행	41	가장	MAG
전주 여행	41	가까운	VA+ETM
전주 여행	41	에요	EF
전주 여행	41	산책	NNG
전주 여행	41	호수	NNG
전주 여행	41	공원	NNG
전주 여행	41	에요	EF
전주 여행	41	덕진	NNP
전주 여행	41	공원	NNG
전주 여행	41	생략	NNG
전주 여행	41	곧바로	MAG
전주 여행	41	남부	NNG
전주 여행	41	시장	NNG
전주 여행	42	전시회	NNG
전주 여행	42	추천	NNG
전주 여행	42	이번	NNG
전주 여행	42	남자	NNG
전주 여행	42	친구	NNG
전주 여행	42	는데요	EC
전주 여행	42	한옥마을	NNP
전주 여행	42	그래서	MAJ
전주 여행	42	갈만	NNG
전주 여행	42	공방	NNG
전주 여행	42	전시회	NNG
전주 여행	42	추천	NNG
전주 여행	42	부탁	NNG
전주 여행	42	드려요	VV+EC
전주 여행	42	안녕	NNG
전주 여행	42	세요	EP+EF
전주 여행	42	질문	NNG
전주 여행	42	관련	NNG
전주 여행	42	답변	NNG
전주 여행	42	드리	VV
전주 여행	42	도록	EC
전주 여행	42	습니다	EF
전주 여행	42	주로	MAG
전주 여행	42	봅니다	VX+EC
전주 여행	43	코스	NNG
전주 여행	43	추천	NNG
전주 여행	43	안녕	NNG
전주 여행	43	세요	EP+EF
전주 여행	43	여자	NNG
전주 여행	43	친구	NNG
전주 여행	43	예정	NNG
전주 여행	43	인데	VCP+EC
전주 여행	43	숙소	NNG
전주 여행	43	더클래식	NNP
전주 여행	43	호텔	NNG
전주 여행	43	일정	NNG
전주 여행	43	으로	JKB
전주 여행	43	습니다	EF
전주 여행	43	근데	MAJ
전주 여행	43	금요일	NNG
전주 여행	43	오후	NNG
전주 여행	43	도착	NNG
전주 여행	43	예정	NNG
전주 여행	43	이동	NNG
전주 여행	43	수단	NNG
전주 여행	43	대중교통	NNG
전주 여행	43	택시	NNG
전주 여행	43	예정	NNG
전주 여행	43	입니다	VCP+EC
전주 여행	44	각각	MAG
전주 여행	44	거리	NNG
전주 여행	44	가까운지	VA+EC
전주 여행	44	어요	EF
전주 여행	44	추석	NNG
전주 여행	44	예정	NNG
전주 여행	44	입니다	VCP+EF
전주 여행	44	갈만	NNG
전주 여행	44	추천	NNG
전주 여행	44	세요	EP+EF
전주 여행	44	맛집	NNG
전주 여행	44	국내	NNG
전주 여행	44	주달	NNG
전주 여행	44	티비	NNG
전주 여행	44	코스	NNG
전주 여행	44	여수	NNG
전주 여행	44	여수	NNG
전주 여행	44	제주	NNP
전주 여행	45	갈만	NNG
전주 여행	45	을까요	EF
전주 여행	45	맛집	NNG
전주 여행	45	국내	NNG
전주 여행	45	주달	NNG
전주 여행	45	티비	NNG
전주 여행	45	코스	NNG
전주 여행	45	여수	NNG
전주 여행	45	여수	NNG
전주 여행	45	제주	NNP
전주 여행	45	제주도	NNP
전주 여행	45	전문	NNG
전주 여행	45	언서	NNG
전주 여행	45	주달	NNG
전주 여행	45	봉이	NNG
전주 여행	45	입니다	VCP+EF
전주 여행	45	코스	NNG
전주 여행	45	한옥	NNG
전주 여행	45	마을	NNG
전주 여행	45	에서부터	JKB
전주 여행	46	코스	NNG
전주 여행	46	일정	NNG
전주 여행	46	문자	NNG
전주 여행	46	께서	JKS
전주 여행	46	봐둔	VV+EC+VX+ETM
전주 여행	46	모두	MAG
전주 여행	46	반양	NNG
전주 여행	46	시간	NNG
전주 여행	46	무리	NNG
전주 여행	46	일정	NNG
전주 여행	46	만들	VV
전주 여행	46	습니다	EF
전주 여행	46	가운데	NNG
전주 여행	46	점심	NNG
전주 여행	46	한지	XSA+EC
전주 여행	46	박물관	NNG
전주 여행	46	관광	NNG
전주 여행	46	수목원	NNG
전주 여행	46	관광	NNG
전주 여행	46	오목	MAG
전주 여행	46	관광	NNG
전주 여행	46	교동	NNP
전주 여행	46	다윈	NNP
전주 여행	47	추천	NNG
전주 여행	47	부탁	NNG
전주 여행	47	드립니다	VV+EC
전주 여행	47	12	SN
전주 여행	47	13	SN
전주 여행	47	할려구	VV+EC
전주 여행	47	합니다	VX+EC
전주 여행	47	이랑	JC
전주 여행	47	맛집	NNG
전주 여행	47	추천	NNG
전주 여행	47	부탁	NNG
전주 여행	47	드립니다	VV+EC
전주 여행	47	감사	NNG
전주 여행	47	합니다	XSV+EF
전주 여행	47	맛집	NNG
전주 여행	47	주달	NNG
전주 여행	47	티비	NNG
전주 여행	47	코스	NNG
전주 여행	47	언서	NNG
전주 여행	47	주달	NNG
전주 여행	47	봉이	NNG
전주 여행	47	입니다	VCP+EF
전주 여행	48	강아지	NNG
전주 여행	48	함께	MAG
전주 여행	48	가능	NNG
전주 여행	48	데요	EF
전주 여행	48	강아지	NNG
전주 여행	48	같이	MAG
전주 여행	48	동반	NNG
전주 여행	48	라서요	EF
전주 여행	48	혹시	MAG
전주 여행	48	강아지	NNG
전주 여행	48	같이	JKB
전주 여행	48	알려	VV+EC
전주 여행	48	세요	EP+EF
전주 여행	48	맛집	NNG
전주 여행	48	이랑	JKB
전주 여행	48	관광	NNG
전주 여행	48	반려	NNG
전주 여행	48	동물	NNG
전주 여행	48	반려	NNG
전주 여행	48	생활	NNG
전주 여행	48	입니다	VCP+EF
전주 여행	48	하늘	NNG
전주 여행	48	가을	NNG
전주 여행	48	떠나	VV
전주 여행	48	는군요	EC
전주 여행	48	강아지	NNG
전주 여행	48	함께	MAG
전주 여행	48	추억	NNG
전주 여행	49	광주	NNP
전주 여행	49	에서	JKB
전주 여행	49	감사	NNG
전주 여행	49	습니다	EF
전주 여행	49	맛집	NNG
전주 여행	49	국내	NNG
전주 여행	49	주달	NNG
전주 여행	49	티비	NNG
전주 여행	49	코스	NNG
전주 여행	49	여수	NNG
전주 여행	49	여수	NNG
전주 여행	49	제주	NNP
전주 여행	49	제주도	NNP
전주 여행	49	전문	NNG
전주 여행	49	언서	NNG
전주 여행	49	주달	NNG
전주 여행	49	봉이	NNG
전주 여행	49	입니다	VCP+EF
전주 여행	49	버스	NNG
전주 여행	49	터미널	NNG
전주 여행	49	에서	JKB
전주 여행	49	내리	VV
전주 여행	49	셔서	EP+EC
전주 여행	50	코스	NNG
전주 여행	50	세요	EP+EF
전주 여행	50	질문	NNG
전주 여행	50	일정	NNG
전주 여행	50	관련	NNG
전주 여행	50	답변	NNG
전주 여행	50	드리	VV
전주 여행	50	도록	EC
전주 여행	50	습니다	EF
전주 여행	50	친정	NNG
전주 여행	50	어머니	NNG
전주 여행	50	함께	MAG
전주 여행	50	해도	VV+EC
전주 여행	50	설레	VV
전주 여행	50	네요	EC
전주 여행	50	아래	NNG
전주 여행	50	께서	JKS
전주 여행	50	모두	MAG
전주 여행	50	즐길	VV+ETM
전주 여행	50	일정	NNG
전주 여행	50	준비	NNG
전주 여행	50	어요	EF
전주 여행	50	참고	NNG
전주 여행	50	도움	NNG
전주 여행	50	으면	EC
전주 여행	51	추천	NNG
전주 여행	51	세요	EP+EF+VCP
전주 여행	51	당일치기	NNG
전주 여행	51	추천	NNG
전주 여행	51	세요	EP+EF
전주 여행	51	당일치기	NNG
전주 여행	51	맛집	NNG
전주 여행	51	국내	NNG
전주 여행	51	주달	NNG
전주 여행	51	티비	NNG
전주 여행	51	코스	NNG
전주 여행	51	여수	NNG
전주 여행	51	여수	NNG
전주 여행	51	제주	NNP
전주 여행	51	제주도	NNP
전주 여행	51	전문	NNG
전주 여행	51	언서	NNG
전주 여행	51	주달	NNG
전주 여행	51	봉이	NNG
전주 여행	51	입니다	VCP+EC
전주 여행	52	팀조	NNP
전주 여행	52	는데	EC
전주 여행	52	이랑	JC
전주 여행	52	맛집	NNG
전주 여행	52	알려	VV+EC
전주 여행	52	세요	EP+EF
전주 여행	52	안녕	IC
전주 여행	52	세요	EP+EF
전주 여행	52	서울	NNP
전주 여행	52	지방	NNG
전주 여행	52	변호	NNG
전주 여행	52	사회	NNG
전주 여행	52	소속	NNG
전주 여행	52	으로	JKB
전주 여행	52	지식	NNG
전주 여행	52	iN	SL
전주 여행	52	법률	NNG
전주 여행	52	상담	NNG
전주 여행	52	진행	NNG
전주 여행	52	김선용	NNP
전주 여행	52	변호사	NNG
전주 여행	52	입니다	VCP+EF
전주 여행	52	알아보	VV
전주 여행	52	어려우	VA
전주 여행	52	다면	EC
전주 여행	52	스타	NNG
전주 여행	52	그램	NNG
전주 여행	52	라고	VCP+EC
전주 여행	52	검색	NNG
전주 여행	52	셔서	EP+EC
전주 여행	53	한옥마을	NNP
전주 여행	53	준비	NNG
전주 여행	53	입니다	VCP+EF
전주 여행	53	대여	NNG
전주 여행	53	천차만별	NNG
전주 여행	53	입니다	VCP+EF
전주 여행	53	기본	NNG
전주 여행	53	금액	NNG
전주 여행	53	10000	SN
전주 여행	53	부터	JX
전주 여행	53	시작	NNG
전주 여행	53	합니다	XSV+EF
전주 여행	53	시간	NNG
전주 여행	53	한복	NNG
전주 여행	53	따라서	VV+EC
전주 여행	53	가격	NNG
전주 여행	53	다릅니다	VA+EC
전주 여행	53	맛집	NNG
전주 여행	53	국내	NNG
전주 여행	53	주달	NNG
전주 여행	53	티비	NNG
전주 여행	53	코스	NNG
전주 여행	53	여수	NNG
전주 여행	53	여수	NNG
전주 여행	53	제주	NNP
전주 여행	54	고등학교	NNG
전주 여행	54	친구	NNG
전주 여행	54	당일치기	NNG
전주 여행	54	지금	MAG
전주 여행	54	고등학교	NNG
전주 여행	54	학년	NNG
전주 여행	54	친구	NNG
전주 여행	54	함께	MAG
전주 여행	54	당일	NNG
전주 여행	54	예정	NNG
전주 여행	54	인데	VCP+EC
전주 여행	54	부모	NNG
전주 여행	54	라고	VCP+EC
전주 여행	54	말씀	NNG
전주 여행	54	드리	VV
전주 여행	54	허락	NNG
전주 여행	54	을까요	EC
전주 여행	54	고등학교	NNG
전주 여행	54	시절	NNG
전주 여행	54	친구	NNG
전주 여행	54	소중	XR
전주 여행	54	추억	NNG
전주 여행	54	만들	VV
전주 여행	54	위해	VV+EC
전주 여행	54	다녀오	VV
전주 여행	54	습니다	EF
전주 여행	55	휴가	NNG
전주 여행	55	건데	NNB+VCP+EC
전주 여행	55	코스	NNG
전주 여행	55	추천	NNG
전주 여행	55	세요	EP+EF
전주 여행	55	일정	NNG
전주 여행	55	참고	NNG
전주 여행	55	으로	JKB
전주 여행	55	제시	NNG
전주 여행	55	일정	NNG
전주 여행	55	따라	VV+EC
전주 여행	55	조정	NNG
전주 여행	55	습니다	EF
전주 여행	55	또한	MAJ
전주 여행	55	음식점	NNG
전주 여행	55	웨이팅	NNG
전주 여행	55	시간	NNG
전주 여행	55	방문	NNG
전주 여행	55	시간	NNG
전주 여행	55	요일	NNG
전주 여행	55	따라	VV+EC
전주 여행	55	달라질	VV+ETM
전주 여행	55	으니	EC
전주 여행	55	참고	NNG
전주 여행	55	세요	EP+EF
전주 여행	55	즐거운	VA+ETM
전주 여행	55	바랍니다	VV+EC
전주 여행	56	여자	NNG
전주 여행	56	질문	NNG
전주 여행	56	신다면	EP+EC
전주 여행	56	다음	NNG
전주 여행	56	일정	NNG
전주 여행	56	추천	NNG
전주 여행	56	드립니다	VX+EC
전주 여행	56	Day	SL
전주 여행	56	한옥마을	NNP
전주 여행	56	전통	NNG
전주 여행	56	한옥	NNG
전주 여행	56	건물	NNG
전주 여행	56	전통	NNG
전주 여행	56	문화	NNG
전주 여행	56	경험	NNG
전주 여행	56	입니다	VCP+EF
전주 여행	56	향교	NNP
전주 여행	56	조선	NNP
전주 여행	56	시대	NNG
전주 여행	56	교육	NNG
전주 여행	56	기관	NNG
전주 여행	56	향교	NNG
전주 여행	56	습니다	EF
전주 여행	56	남부	NNG
전주 여행	56	시장	NNG
전주 여행	57	코스	NNG
전주 여행	57	세요	EP+EF
전주 여행	57	많이	MAG
전주 여행	57	급합니다	VA+EF
전주 여행	57	.!	SY
전주 여행	57	안녕	NNG
전주 여행	57	세요	EP+EF
전주 여행	57	가족	NNG
전주 여행	57	으로	JKB
전주 여행	57	려는데	EC
전주 여행	57	당장	NNG
전주 여행	57	이번	NNG
전주 여행	57	금요일	NNG
전주 여행	57	는데	EC
전주 여행	57	어딜	NP+JKO
전주 여행	57	갈지	VV+EC
전주 여행	57	몰라서	VV+EC
전주 여행	57	숙소	NNG
전주 여행	57	호텔	NNG
전주 여행	57	한옥마을	NNP
전주 여행	57	은데	EC
전주 여행	57	별로	MAG
전주 여행	57	으면서	EC
전주 여행	57	카페	NNG
전주 여행	57	투어	NNG
전주 여행	57	아닌	VCN+ETM
전주 여행	57	코스	NNG
전주 여행	57	나요	EF
전주 여행	57	스로	NNG
전주 여행	58	대둔산	NNP
전주 여행	58	케이블카	NNG
전주 여행	58	주말	NNG
전주 여행	58	사람	NNG
전주 여행	58	괜찮	VA
전주 여행	58	코스	NNG
전주 여행	58	추천	NNG
전주 여행	58	세요	EP+EF
전주 여행	58	맛집	NNG
전주 여행	58	국내	NNG
전주 여행	58	주달	NNG
전주 여행	58	티비	NNG
전주 여행	58	코스	NNG
전주 여행	58	여수	NNG
전주 여행	58	여수	NNG
전주 여행	58	제주	NNP
전주 여행	58	제주도	NNP
전주 여행	58	전문	NNG
전주 여행	59	코스	NNG
전주 여행	59	!!	SY
전주 여행	59	이미	MAG
전주 여행	59	마치	VV
전주 여행	59	복귀	NNG
전주 여행	59	네요	EF
전주 여행	59	저희	NP
전주 여행	59	지난주	NNG
전주 여행	59	당일	NNG
전주 여행	59	코스	NNG
전주 여행	59	다녀왔	VV+EP
전주 여행	59	는데요	EF
전주 여행	59	주말	NNG
전주 여행	59	라서	EC
전주 여행	59	그런지	VA+EC
전주 여행	59	관광지	NNG
전주 여행	59	사람	NNG
전주 여행	59	아서	EC
전주 여행	59	생각	NNG
전주 여행	59	처럼	JKB
전주 여행	59	많이	MAG
전주 여행	59	둘러보	VV
전주 여행	59	못해서	VX+EC
전주 여행	59	아쉽	VA
전주 여행	59	더라고요	EC
전주 여행	59	최소한	NNG
전주 여행	60	한옥마을	NNP
전주 여행	60	당일치기	NNG
전주 여행	60	질문	NNG
전주 여행	60	여수	NNP
전주 여행	60	제주도	NNP
전주 여행	60	맛집	NNG
전주 여행	60	주달	NNG
전주 여행	60	티비	NNG
전주 여행	60	코스	NNG
전주 여행	60	여수	NNG
전주 여행	60	여수	NNG
전주 여행	60	제주	NNP
전주 여행	60	제주도	NNP
전주 여행	60	전문	NNG
전주 여행	60	언서	NNG
전주 여행	60	주달	NNG
전주 여행	60	봉이	NNG
전주 여행	60	입니다	VCP+EC
전주 여행	60	7000	SN
전주 여행	60	8000	SN
전주 여행	60	흐노	NNP
전주 여행	60	마시	VV
전주 여행	60	랑게	EC
전주 여행	60	전망	NNG
전주 여행	61	혼자	NNG
전주 여행	61	아무래도	MAG
전주 여행	61	사람	NNG
전주 여행	61	으면	EC
전주 여행	61	맛집	NNG
전주 여행	61	에서	JKB
전주 여행	61	혼자	MAG
전주 여행	61	아서	EC
전주 여행	61	중순	NNG
전주 여행	61	즐기	VV
전주 여행	61	계절	NNG
전주 여행	61	입니다	VCP+EF
전주 여행	61	하지만	MAJ
전주 여행	61	현재	NNG
전주 여행	61	코로나	NNP
전주 여행	61	19	SN
전주 여행	61	인해	VV+EC
전주 여행	61	여행객	NNG
전주 여행	61	줄어들	VV
전주 여행	61	으므로	EC
전주 여행	61	사람	NNG
전주 여행	61	으로	JKB
전주 여행	61	예상	NNG
전주 여행	61	됩니다	XSV+EF
전주 여행	61	맛집	NNG
전주 여행	62	이번	NNG
전주 여행	62	16	SN
전주 여행	62	친구	NNG
전주 여행	62	하고	JC
전주 여행	62	는데	EC
전주 여행	62	궁금	XR
전주 여행	62	아서	EC
전주 여행	62	하나하나	MAG
전주 여행	62	답장	NNG
전주 여행	62	감사	NNG
전주 여행	62	습니다	EF
전주 여행	62	여수	NNP
전주 여행	62	에서	JKB
전주 여행	62	KTX	SL
전주 여행	62	왕복	NNG
전주 여행	62	기차표	NNG
전주 여행	62	얼마	NNG
전주 여행	62	인가요	VCP+EC
전주 여행	62	을까요	EC
전주 여행	63	월요일	NNG
전주 여행	63	휴무	NNG
전주 여행	63	나요	EF
전주 여행	63	맛집	NNG
전주 여행	63	국내	NNG
전주 여행	63	주달	NNG
전주 여행	63	티비	NNG
전주 여행	63	코스	NNG
전주 여행	63	여수	NNG
전주 여행	63	여수	NNG
전주 여행	63	제주	NNP
전주 여행	63	제주도	NNP
전주 여행	63	전문	NNG
전주 여행	63	언서	NNG
전주 여행	63	주달	NNG
전주 여행	63	봉이	NNG
전주 여행	63	입니다	VCP+EF
전주 여행	63	걱정	NNG
전주 여행	63	셔도	EP+EC
전주 여행	63	셔요	EC
전주 여행	63	대부분	NNG
전주 여행	63	오픈	NNG
전주 여행	63	합니다	XSV+EC
전주 여행	64	내일	MAG
전주 여행	64	당일치기	NNG
전주 여행	64	부모	NNG
전주 여행	64	맛집	NNG
전주 여행	64	국내	NNG
전주 여행	64	주달	NNG
전주 여행	64	티비	NNG
전주 여행	64	코스	NNG
전주 여행	64	여수	NNG
전주 여행	64	여수	NNG
전주 여행	64	제주	NNP
전주 여행	64	제주도	NNP
전주 여행	64	전문	NNG
전주 여행	64	언서	NNG
전주 여행	64	주달	NNG
전주 여행	64	봉이	NNG
전주 여행	64	입니다	VCP+EF
전주 여행	64	바다	NNP
전주 여행	64	군산	NNP
전주 여행	64	새만금	NNP
전주 여행	64	돌아보	VV
전주 여행	65	갈만	NNG
전주 여행	65	숙소	NNG
전주 여행	65	한옥마을	NNP
전주 여행	65	게스트	NNP
전주 여행	65	하우스	NNP
전주 여행	65	안녕	NNG
전주 여행	65	세요	EP+EF
전주 여행	65	가족	NNG
전주 여행	65	함께	MAG
전주 여행	65	려고	EC
전주 여행	65	합니다	VX+EF
전주 여행	65	한옥마을	NNP
전주 여행	65	유명	XR
전주 여행	65	한번	MAG
전주 여행	65	했었	VX+EP
전주 여행	65	는데	EC
전주 여행	65	이번	NNG
전주 여행	65	기회	NNG
전주 여행	65	다녀와	VV+EC
전주 여행	65	려구요	EC
전주 여행	65	전라도	NNP
전주 여행	65	음식	NNG
전주 여행	65	맛있	VA
전주 여행	65	다고	EC
전주 여행	65	전라도	NNP
전주 여행	65	대표	NNG
전주 여행	65	음식	NNG
전주 여행	65	아니	VCN
전주 여행	65	맛집	NNG
전주 여행	66	코스	NNG
전주 여행	66	추천	NNG
전주 여행	66	코스	NNG
전주 여행	66	추천	NNG
전주 여행	66	여수	NNP
전주 여행	66	맛집	NNG
전주 여행	66	여수	NNG
전주 여행	66	주달	NNG
전주 여행	66	티비	NNG
전주 여행	66	코스	NNG
전주 여행	66	여수	NNG
전주 여행	66	여수	NNG
전주 여행	66	언서	NNG
전주 여행	66	주달	NNG
전주 여행	66	봉이	NNG
전주 여행	66	입니다	VCP+EF
전주 여행	66	코스	NNG
전주 여행	66	대부분	NNG
전주 여행	66	한옥	NNG
전주 여행	66	마을	NNG
전주 여행	66	에서	JKB
전주 여행	66	시작	NNG
전주 여행	66	합니다	VV+EC
전주 여행	67	볼거리	NNG
전주 여행	67	이번	NNG
전주 여행	67	거리	NNG
전주 여행	67	맛집	NNG
전주 여행	67	알려	VV+EC
전주 여행	67	세요	EP+EF
전주 여행	67	에서	JKB
전주 여행	67	추천	NNG
전주 여행	67	드리	VX
전주 여행	67	습니다	EF
전주 여행	67	한옥마을	NNP
전주 여행	67	동물원	NNP
